ID_ViThuoc,TenVietNam,TenGoiKhac,TenKhoaHoc,HoThucVat,CongDung,LieuDung,TinhVi,QuyKinh
604,Cam thảo bắc,(Không có),Glycyrrhiza uralensis Fisch.,Papilionaceae (Cánh bướm),"Bổ tỳ vị, chữa ho, giải độc.",4-20g/ngày.,"Vị ngọt, tính bình.","Tỳ, Vị, Phế, Tâm."
605,Cam thảo dây,(Không có),Abrus precatorius L.,Papilionaceae (Cánh bướm),"Chữa ho, cảm sốt.",1-2g dây lá/ngày.,Vị ngọt.,Phế.
606,Cam thảo nam,(Không có),Scoparia dulcis L.,Scrophulariaceae (Hoa mõm chó),"Chữa ho, sốt.",6-12g/ngày.,"Vị ngọt, hơi đắng, tính mát.",(Không ghi rõ)
607,Cây sóng rắn,ba gạc Ấn Độ,Rauvolfia serpentina Benth. ex Kurz,Apocynaceae (Trúc đào),"Bổ, an thần, hạ huyết áp.",(Theo chỉ định).,(Không ghi rõ),(Không ghi rõ)
608,Ngũ vị tử,(Không có),Schisandra chinensis (Turcz.) Baill.,Schisandraceae (Ngũ vị),"Bổ, chữa ho, di tinh, mồ hôi trộm.",2-8g/ngày.,"Vị chua, mặn, tính ôn.","Phế, Thận."
609,Cải xoong,(Không có),Nasturtium officinale R.Br.,Brassicaceae (Cải),"Bổ, chữa ho.",(Ăn).,(Không ghi rõ),(Không ghi rõ)
610,Âu ô đầu,(Không có),Aconitum napellus L.,Ranunculaceae (Mao Lương),Giảm đau.,(Rất độc).,"Vị cay, tính nóng, rất độc.",(Không ghi rõ)
611,Ô đầu và phụ tử,(Không có),Aconitum carmichaelii Debeaux,Ranunculaceae (Mao Lương),"Hồi dương, cứu nghịch, chữa chân tay lạnh, đau nhức.",3-12g/ngày (chế).,"Vị cay, ngọt, tính nóng, rất độc.","Tâm, Tỳ, Thận."
612,Ô đầu Việt Nam,(Không có),Aconitum fortunei Hemsl.,Ranunculaceae (Mao Lương),Tương tự Ô đầu.,(Rất độc).,(Tương tự Ô đầu).,(Tương tự Ô đầu).
613,Đông trùng hạ thảo,(Không có),Cordyceps sinensis (Berk.) Sacc.,(Nấm),"Bổ, chữa ho lao, liệt dương, di tinh.",6-12g/ngày.,"Vị ngọt, tính ôn.","Phế, Thận."
614,Hạt gấc,mộc miết tử,Momordica cochinchinensis (Lour.) Spreng.,Cucurbitaceae (Bí),"Chữa mụn nhọt, sưng tấy, quai bị.",Dùng ngoài.,"Vị đắng, hơi ngọt, tính ôn, có độc.","Can, Đại tràng."
615,Hoàng kỳ,(Không có),Astragalus membranaceus (Fisch.) Bunge,Papilionaceae (Cánh bướm),"Bổ, lợi tiểu, chữa cơ thể suy nhược, ra mồ hôi trộm.",8-20g/ngày.,"Vị ngọt, tính ôn.","Tỳ, Phế."
616,Hồng đằng,(Không có),Sargentodoxa cuneata (Oliv.) Rehder & E.H.Wilson,Sargentodoxaceae (Huyết đằng),"Bổ huyết, chữa thiếu máu, kinh nguyệt không đều.",10-16g/ngày.,"Vị đắng, chát, tính bình.",Can.
617,Kẹo mạch nha,(Không có),(Sản phẩm từ ngũ cốc),(Sản phẩm từ ngũ cốc),"Bổ, nhuận phế, chữa ho.",15-60g/ngày.,"Vị ngọt, tính ôn.","Tỳ, Vị, Phế."
618,Kim anh (Quả),(Không có),Rosa laevigata Michx.,Rosaceae (Hoa hồng),"Chữa di tinh, đái són, đi lỏng.",6-12g/ngày.,"Vị chua, chát, tính bình.","Thận, Bàng quang, Đại tràng."
619,Tầm xuân,(Không có),Rosa cymosa Tratt.,Rosaceae (Hoa hồng),Tương tự Kim anh.,Tương tự Kim anh.,(Tương tự Kim anh).,(Tương tự Kim anh).
620,Hồ đào (Hạt),(Không có),Juglans regia L.,Juglandaceae (Hồ đào),"Bổ, chữa ho, đau lưng, táo bón.",10-30g/ngày.,"Vị ngọt, tính ôn.","Phế, Thận."
621,Đào tiên,(Không có),Crescentia cujete L.,Bignoniaceae (Chùm ớt),"Bổ. Chữa ho, viêm họng.",10-20g/ngày.,(Không ghi rõ),(Không ghi rõ)
622,Vừng (Hạt),(Không có),Sesamum indicum DC.,Pedaliaceae (Vừng),"Bổ, nhuận tràng.",10-20g/ngày.,"Vị ngọt, tính bình.","Can, Thận, Đại tràng."
623,Bổ béo,(Không có),Ficus auriculata Lour.,Moraceae (Dâu tằm),Bổ.,15-20g/ngày.,(Không ghi rõ),(Không ghi rõ)
624,Cát sâm,(Không có),Millettia speciosa Champ.,Papilionaceae (Cánh bướm),"Bổ, chữa suy nhược, kém ăn.",12-20g/ngày.,(Không ghi rõ),(Không ghi rõ)
625,Công cộng,sì to,Entada phaseoloides (L.) Merr.,Mimosaceae (Trinh nữ),"Bổ, chữa đau lưng.",20-30g/ngày.,(Không ghi rõ),(Không ghi rõ)
626,Cây cơm nếp,(Không có),Alchornea rugosa (Lour.) Muell.Arg.,Euphorbiaceae (Thầu dầu),Bổ.,10-20g/ngày.,(Không ghi rõ),(Không ghi rõ)
627,Cây lá dứa,(Không có),Pandanus amaryllifolius Roxb.,Pandanaceae (Dứa dại),"Bổ, chữa tiểu đường.",(Không ghi rõ).,(Không ghi rõ),(Không ghi rõ)
628,Dâm dương hoắc,(Không có),Epimedium macranthum Morr. & Decne.,Berberidaceae (Hoàng liên gai),"Bổ thận, tráng dương, chữa liệt dương, di tinh.",4-12g/ngày.,"Vị cay, ngọt, tính ôn.","Can, Thận."
629,Dâu rượu,(Không có),Vaccinium dunalianum Wight,Ericaceae (Đỗ quyên),"Bổ, chữa đau lưng, mỏi gối.",20-40g/ngày.,(Không ghi rõ),(Không ghi rõ)
630,Đại táo,(Không có),Ziziphus jujuba Mill.,Rhamnaceae (Táo ta),"Bổ tỳ, ích khí, dưỡng huyết, an thần.",10-30g/ngày.,"Vị ngọt, tính ôn.","Tỳ, Vị."
631,Ô môi,(Không có),Cassia grandis L.f.,Caesalpiniaceae (Vang),"Bổ, nhuận tràng.",10-20g/ngày.,(Không ghi rõ),(Không ghi rõ)
632,Sâm cau,(Không có),Curculigo orchioides Gaertn.,Hypoxidaceae (Sâm cau),"Bổ thận, tráng dương, chữa liệt dương.",8-12g/ngày.,"Vị cay, tính ôn, có độc.",Thận.
633,Sơn thù du,(Không có),Cornus officinalis Siebold & Zucc.,Cornaceae (Sơn thù),"Bổ can thận, chữa di tinh, mồ hôi trộm.",6-12g/ngày.,"Vị chua, chát, tính hơi ôn.","Can, Thận."
634,Thanh thất,(Không có),Ailanthus triphysa (Dennst.) Alston,Simaroubaceae (Thanh thất),"Chữa lỵ, tiêu chảy.",8-16g vỏ thân/ngày.,(Không ghi rõ),(Không ghi rõ)
635,Thổ tam thất,(Không có),Gynura pinnatifida DC.,Asteraceae (Cúc),"Bổ, cầm máu.",6-12g củ/ngày.,(Không ghi rõ),(Không ghi rõ)
636,Tỏa dương,(Không có),Balanophora sp.,Balanophoraceae (Dó đất),"Bổ thận, tráng dương, chữa liệt dương, đau lưng, mỏi gối.",8-12g/ngày.,"Vị ngọt, tính ôn.","Can, Thận."
637,Vú bò,(Không có),Ficus heterophylla L.f.,Moraceae (Dâu tằm),"Bổ, lợi sữa.",10-20g rễ/ngày.,(Không ghi rõ),(Không ghi rõ)
638,Ca cao,(Không có),Theobroma cacao L.,Sterculiaceae (Trôm),"Bổ, kích thích thần kinh.",(Thực phẩm).,(Không ghi rõ),(Không ghi rõ)
639,Dừa,(Không có),Cocos nucifera L.,Palmae (Cau),"Bổ, giải khát.",(Thực phẩm).,(Không ghi rõ),(Không ghi rõ)
640,Cọ dầu,(Không có),Elaeis guineensis Jacq.,Palmae (Cau),Cung cấp dầu và vitamin A.,(Thực phẩm).,(Không ghi rõ),(Không ghi rõ)
641,Coca,(Không có),Erythroxylum coca Lam.,Erythroxylaceae (Coca),"Gây tê, kích thích thần kinh.",(Thuốc gây nghiện).,Có độc.,(Không ghi rõ)
642,Cola,(Không có),Cola nitida (Vent.) Schott & Endl.,Sterculiaceae (Trôm),Kích thích thần kinh.,(Dùng trong công nghiệp).,(Không ghi rõ),(Không ghi rõ)
643,Vú sữa,(Không có),Chrysophyllum cainito L.,Sapotaceae (Hồng xiêm),Bổ.,(Ăn quả).,(Không ghi rõ),(Không ghi rõ)
644,Lêkima,(Không có),Pouteria lucuma (Ruiz & Pav.) Kuntze,Sapotaceae (Hồng xiêm),Bổ.,(Ăn quả).,(Không ghi rõ),(Không ghi rõ)
645,Sầu riêng,(Không có),Durio zibethinus L.,Bombacaceae (Gạo),Bổ.,(Ăn quả).,(Không ghi rõ),(Không ghi rõ)
646,Dưa hấu,(Không có),Citrullus lanatus (Thunb.) Matsum. & Nakai,Cucurbitaceae (Bí),"Thanh nhiệt, giải khát.",(Ăn quả).,"Vị ngọt, tính hàn.",(Không ghi rõ)
647,Đậu nành,(Không có),Glycine max (L.) Merr.,Papilionaceae (Cánh bướm),Bổ.,(Thực phẩm).,(Không ghi rõ),(Không ghi rõ)
648,Đậu xanh,(Không có),Vigna radiata (L.) R.Wilczek,Papilionaceae (Cánh bướm),"Thanh nhiệt, giải độc.",(Thực phẩm).,(Không ghi rõ),(Không ghi rõ)
649,Nhục thung dung,(Không có),Cistanche deserticola Y.C.Ma,Orobanchaceae (Lệ dương),"Bổ thận, tráng dương.",8-12g/ngày.,"Vị ngọt, mặn, tính ôn.","Thận, Đại tràng."
650,Tích dương,(Không có),Cynomorium coccineum L. subsp. songaricum,Cynomoriaceae (Tỏa dương),"Bổ thận, tráng dương.",8-12g/ngày.,"Vị ngọt, tính ôn.","Can, Thận."
651,Tầm sét,(Không có),Helicteres hirsuta Lour.,Sterculiaceae (Trôm),"Bổ, chữa sốt rét.",10-20g/ngày.,(Không ghi rõ),(Không ghi rõ)
652,Cây xa kê,(Không có),Artocarpus altilis (Parkinson) Fosberg,Moraceae (Dâu tằm),Chữa mụn nhọt.,Dùng ngoài.,(Không ghi rõ),(Không ghi rõ)
653,"Lộc nhung, mê nhung",(Không có),(Cervus sp.),(Nguồn gốc động vật),"Bổ, mạnh gân xương, chữa suy nhược, thiếu máu, liệt dương, di tinh.",1-4g/ngày (dạng bột).,"Vị ngọt, mặn, tính ôn.","Can, Thận."
654,Lộc giác,(Không có),(Cervus sp.),(Nguồn gốc động vật),"Bổ, chữa di tinh, đau lưng.",4-12g/ngày.,"Vị mặn, tính ôn.","Can, Thận."
655,Cao ban long,(Không có),(Colla Cornus Cervi),(Nguồn gốc động vật),"Bổ, chữa suy nhược, nôn ra máu, băng huyết.",4-10g/ngày.,"Vị ngọt, tính bình.","Can, Thận."
656,A giao - Minh giao,(Không có),(Colla Corii Asini),(Nguồn gốc động vật),"Bổ huyết, cầm máu, chữa ho, an thai.",6-12g/ngày.,"Vị ngọt, tính bình.","Phế, Can, Thận."
657,Nhau sản phụ,tử hà sa,(Placenta Hominis),(Nguồn gốc động vật),"Bổ, chữa cơ thể suy nhược, gầy yếu, thiếu máu, hen suyễn.",6-12g/ngày.,"Vị ngọt, mặn, tính ôn.","Phế, Can, Thận."
658,Hải mã,cá ngựa,(Hippocampus sp.),(Nguồn gốc động vật),"Bổ thận, tráng dương, chữa liệt dương, đau lưng.",4-12g/ngày.,"Vị ngọt, tính ôn.",Thận.
659,Huyết lình,(Không có),(Macaca mulatta),(Nguồn gốc động vật),"Bổ huyết, chữa thiếu máu.",2-4g/ngày.,(Không ghi rõ),(Không ghi rõ)
660,Tắc kè,(Không có),(Gekko gecko L.),(Nguồn gốc động vật),"Bổ phế, thận. Chữa ho lao, ho ra máu, hen suyễn, liệt dương, di tinh.",4-12g/ngày.,"Vị mặn, tính ôn.","Phế, Thận."
661,Mật ong,(Không có),(Mel),(Nguồn gốc động vật),"Bổ, nhuận tràng, chữa ho, đau loét dạ dày.",20-50g/ngày.,"Vị ngọt, tính bình.","Tỳ, Vị, Phế, Đại tràng."
662,Nọc ong,(Không có),(Venom Apis),(Nguồn gốc động vật),"Chữa tê thấp, đau nhức.",(Tiêm).,(Không ghi rõ),(Không ghi rõ)
663,Ong đen,(Không có),(Xylocopa sp.),(Nguồn gốc động vật),"Chữa mụn nhọt, lở loét.",Dùng ngoài.,(Không ghi rõ),(Không ghi rõ)
664,Yến,yến sào,(Collocalia sp.),(Nguồn gốc động vật),"Bổ, chữa ho, hen suyễn, thổ huyết.",6-12g/ngày.,"Vị ngọt, tính bình.","Phế, Vị, Thận."
665,Bạch cương tàm,(Không có),(Bombyx mori L. infectus),(Nguồn gốc động vật),"Chữa kinh giật, co giật, đau đầu, đau họng.",3-10g/ngày.,"Vị cay, mặn, tính bình.","Can, Phế."
666,Bọ cạp,toàn yết,(Buthus martensii Karsch),(Nguồn gốc động vật),"Trấn kinh, chữa kinh giật, co giật, đau nhức.",2-4g/ngày.,"Vị mặn, cay, tính bình, có độc.",Can.
667,Nhựa cóc,thiềm tô,(Venenum Bufonis),(Nguồn gốc động vật),"Giảm đau, trợ tim, chữa đau răng, mụn nhọt.",0.01-0.02g/ngày.,"Vị cay, tính ôn, có độc.",Tâm.
668,Dạ minh sa,(Không có),(Excrementum Vespertilionis),(Nguồn gốc động vật),"Chữa quáng gà, mắt mờ.",4-8g/ngày.,"Vị cay, tính hàn.",Can.
669,Con dế,(Không có),(Gryllulus chinensis Weber),(Nguồn gốc động vật),"Lợi tiểu, chữa bí đái.",2-4 con/ngày.,"Vị cay, mặn, tính ôn.",(Không ghi rõ)
670,Nước bọt,(Không có),(Saliva Hominis),(Nguồn gốc động vật),"Chữa mụn nhọt, lở loét.",Dùng ngoài.,(Không ghi rõ),(Không ghi rõ)
671,Nước tiểu,đồng tiện,(Urira Hominis),(Nguồn gốc động vật),"Chữa sốt, thổ huyết.",(Tùy dùng).,"Vị mặn, tính hàn.","Phế, Can, Thận."
672,Phân người,(Không có),(Excrementum Hominis),(Nguồn gốc động vật),Chữa sốt.,(Không ghi rõ liều).,(Không ghi rõ),(Không ghi rõ)
673,Giun đất,địa long,(Pheretima asiatica Michaelsen),(Nguồn gốc động vật),"Chữa sốt cao, co giật, hen suyễn, cao huyết áp.",6-12g/ngày.,"Vị mặn, tính hàn.","Can, Tỳ, Phế, Bàng quang."
674,Xương hổ,(Không có),(Os Tigris),(Nguồn gốc động vật),"Bổ, chữa tê thấp, đau nhức, mạnh gân cốt.",10-15g cao/ngày.,"Vị cay, tính ôn.","Can, Thận."
675,Khỉ,(Không có),(Macaca sp.),(Nguồn gốc động vật),"Bổ, chữa thiếu máu.",(Nấu cao).,(Không ghi rõ),(Không ghi rõ)
676,Long duyên hương,(Không có),(Ambra grisea),(Nguồn gốc động vật),"Trừ đờm, chữa ho, hen.",0.3-1.5g/ngày.,"Vị ngọt, tính ấm.",(Không ghi rõ)
677,Hổ phách,(Không có),(Succinum),(Hóa thạch),"An thần, lợi tiểu.",1-3g/ngày.,"Vị ngọt, tính bình.","Tâm, Can, Bàng quang."
678,Miết giáp,(Không có),(Carapax Trionycis),(Nguồn gốc động vật),"Chữa sốt rét, kinh bế.",12-24g/ngày.,"Vị mặn, tính bình.","Can, Tỳ."
679,Nhân trung bạch,(Không có),(Praeparatio Urinae Hominis),(Nguồn gốc động vật),"Chữa chảy máu cam, viêm họng.",4-8g/ngày.,"Vị mặn, tính bình.","Can, Tam tiêu, Bàng quang."
680,Nhện,(Không có),(Aranea),(Nguồn gốc động vật),"Chữa mụn nhọt, sa đì.",Dùng ngoài.,(Không ghi rõ),(Không ghi rõ)
681,Ngũ linh chi,(Không có),(Excrementum Trogopterori),(Nguồn gốc động vật),"Chữa đau bụng kinh, đau bụng sau đẻ.",6-12g/ngày.,"Vị ngọt, tính ôn.",Can.
682,Rắn,(Không có),(Serpens),(Nguồn gốc động vật),"Chữa tê thấp, đau nhức.",(Ngâm rượu).,(Không ghi rõ),(Không ghi rõ)
683,Xạ hương,(Không có),(Moschus),(Nguồn gốc động vật),"Khai khiếu, chữa trúng phong, mê man.",0.04-0.1g/ngày.,"Vị cay, tính ôn.","Tâm, Tỳ."
684,Quy bản và cao quy bản,(Không có),(Plastrum Testudinis),(Nguồn gốc động vật),"Bổ thận, âm hư. Chữa di tinh, mộng tinh, đau lưng.",12-24g/ngày.,"Vị ngọt, mặn, tính hàn.","Thận, Tâm, Can."
685,Tàm sa,(Không có),(Excrementum Bombycis),(Nguồn gốc động vật),"Chữa phong thấp, đau nhức.",6-12g/ngày.,"Vị ngọt, cay, tính ôn.","Can, Tỳ, Vị."
686,Tê giác (Sừng),(Không có),(Rhinoceros sondaicus),(Nguồn gốc động vật),"Chữa sốt cao, mê sảng, co giật.",0.5-1g/ngày.,"Vị đắng, mặn, tính hàn.","Tâm, Can, Vị."
687,Thạch sùng,(Không có),(Hemidactylus frenatus),(Nguồn gốc động vật),"Chữa co giật, hen suyễn.",2-3 con/ngày.,"Vị mặn, tính hàn, có độc.",Can.
688,Tóc rối,(Không có),(Crinis Hominis),(Nguồn gốc động vật),Cầm máu.,6-10g/ngày (đốt thành than).,"Vị đắng, tính bình.","Can, Vị."
689,Da voi,(Không có),(Corium Elephatis),(Nguồn gốc động vật),Cầm máu.,4-12g/ngày.,"Vị ngọt, mặn, tính ôn.","Tâm, Tỳ."
690,Xuyên sơn giáp,(Không có),(Squama Manitis),(Nguồn gốc động vật),"Chữa tắc tia sữa, mụn nhọt, phong thấp.",6-12g/ngày.,"Vị mặn, tính hơi hàn.","Can, Vị."
691,Bìm bịp,(Không có),(Centropus sinensis),(Nguồn gốc động vật),"Bổ, chữa đau lưng, suy nhược.",1-2 con ngâm rượu.,"Vị ngọt, tính ấm.",(Không ghi rõ)
692,Cà cuống,(Không có),(Lethocerus indicus),(Nguồn gốc động vật),"Bổ thận, tráng dương.",0.1-0.2g/ngày (túi tinh dầu).,"Vị ngọt, cay, tính bình.","Thận, Bàng quang."
693,Cá nóc,(Không có),(Tetraodon sp.),(Nguồn gốc động vật),Chữa đau nhức.,(Rất độc).,Rất độc.,(Không ghi rõ)
694,Cá trắm (Mật),(Không có),(Ctenopharyngodon idellus),(Nguồn gốc động vật),"Chữa đau mắt, viêm họng.",Dùng ngoài.,"Vị đắng, tính hàn.","Can, Đởm."
695,Chim sẻ,(Không có),(Passer montanus L.),(Nguồn gốc động vật),"Bổ thận, tráng dương.",2-5 con/ngày.,"Vị ngọt, tính ấm.",Thận.
696,Chó (Thịt),(Không có),(Canis familiaris L.),(Nguồn gốc động vật),"Bổ, mạnh gân xương.",(Thực phẩm).,"Vị mặn, tính nóng.",(Không ghi rõ)
697,Dê (Thịt),(Không có),(Capra sp.),(Nguồn gốc động vật),"Bổ, ích khí huyết.",(Thực phẩm).,"Vị ngọt, tính nóng.",(Không ghi rõ)
698,Đồi mồi (Vảy),(Không có),(Eretmochelys imbricata),(Nguồn gốc động vật),"Giải độc, chữa sưng tấy.",2-4g/ngày.,"Vị ngọt, tính hàn.",(Không ghi rõ)
699,Kỳ đà,(Không có),(Varanus sp.),(Nguồn gốc động vật),Bổ.,"(Ngâm rượu, nấu cao).","Vị ngọt, tính bình.",(Không ghi rõ)
700,Con nhím (Dạ dày),(Không có),(Hystrix hodgsoni Gray),(Nguồn gốc động vật),Chữa đau dạ dày.,4-6g/ngày.,"Vị đắng, ngọt, tính bình.",(Không ghi rõ)
701,Thằn lằn,(Không có),(Lacerta sp.),(Nguồn gốc động vật),"Bổ, chữa hen suyễn.",4-12g/ngày.,(Không ghi rõ),(Không ghi rõ)
702,Trăn,(Không có),(Python sp.),(Nguồn gốc động vật),"Chữa đau nhức, bỏng.",Dùng ngoài.,(Không ghi rõ),(Không ghi rõ)
703,Con rươi,(Không có),(Tylorrhynchus heterochaetus),(Nguồn gốc động vật),Bổ.,(Thực phẩm).,(Không ghi rõ),(Không ghi rõ)
704,Con sam,(Không có),(Tachypleus tridentatus),(Nguồn gốc động vật),"Chữa đau bụng, lở loét.",6-12g vỏ đốt/ngày.,(Không ghi rõ),(Không ghi rõ)
705,Đỉa,(Không có),(Hirudo nipponica),(Nguồn gốc động vật),"Phá huyết, chữa bế kinh, tụ máu.",2-4g khô/ngày.,"Vị mặn, đắng, tính bình, có độc.",Can.
706,Hải sâm,(Không có),(Stichopus japonicus),(Nguồn gốc động vật),"Bổ thận, tráng dương.",20-40g/ngày.,"Vị mặn, tính ấm.","Tâm, Thận."
707,"Con quy (Thịt, mai)",(Không có),(Testudo sp.),(Nguồn gốc động vật),"Bổ, chữa di tinh, đau lưng.","(Nấu ăn, nấu cao).",(Không ghi rõ),(Không ghi rõ)
708,Ốc sên,(Không có),(Helix aspersa),(Nguồn gốc động vật),Chữa hen suyễn.,(Nướng ăn).,(Không ghi rõ),(Không ghi rõ)
709,Sâu ban miêu,(Không có),(Mylabris phalerata),(Nguồn gốc động vật),"Gây phồng da, chữa mụn nhọt.","Dùng ngoài, rất độc.","Vị cay, tính nóng, rất độc.","Can, Thận."
710,Diêm sinh,(Không có),(Sulfur),(Khoáng vật),"Chữa ghẻ, lở loét.",Dùng ngoài.,"Vị chua, tính ôn, có độc.","Tâm, Thận."
711,Duyên đơn,(Không có),(Minium),(Khoáng vật),"Chữa mụn nhọt, lở loét.",Dùng ngoài.,"Vị cay, tính hơi lạnh, có độc.",(Không ghi rõ)
712,Đảm phàn,(Không có),(Chalcanthitum),(Khoáng vật),"Chữa đau mắt, viêm họng.",Dùng ngoài.,"Vị chua, chát, tính hàn, có độc.",(Không ghi rõ)
714,Hoạt thạch,(Không có),Talcum,(Khoáng vật),"Lợi tiểu, chữa sốt, rôm sảy .",10-20g/ngày .,"Vị ngọt, tính hàn.","Vị, Bàng quang."
715,Hùng hoàng và Thư hoàng,(Không có),Realgar et Orpimentum,(Khoáng vật),"Sát trùng, giải độc, chữa ghẻ, rắn cắn .",0.3-0.6g/ngày .,"Vị đắng, cay, tính ôn, có độc.",(Không ghi rõ)
716,Khinh phấn,(Không có),Calomelas,(Khoáng vật),"Lợi tiểu, sát trùng.",0.1-0.2g/lần .,"Vị cay, tính hàn, có độc.",(Không ghi rõ)
717,Long cốt,(Không có),Os Draconis,(Hóa thạch),"An thần, chữa kinh giật, di tinh.",12-20g/ngày .,"Vị ngọt, chát, tính bình.","Tâm, Can, Thận."
718,Lô cam thạch,(Không có),Calamina,(Khoáng vật),"Chữa đau mắt, lở loét.",Dùng ngoài .,"Vị ngọt, tính ôn.","Can, Tỳ."
719,Lục phàn,(Không có),Melanteritum,(Khoáng vật),"Chữa lở loét, thiếu máu.",0.3-1g/ngày .,"Vị chua, chát, tính hàn.",(Không ghi rõ)
720,Mật đà tăng,(Không có),Lithargyrum,(Khoáng vật),"Chữa mụn nhọt, lở loét.",Dùng ngoài .,"Vị mặn, cay, tính bình, có độc.",(Không ghi rõ)
721,Muối ăn,(Không có),Natrium chloratum,(Khoáng vật),"Sát trùng, chữa đau răng, viêm họng.",(Gia vị) .,"Vị mặn, tính hàn.",Thận.
722,Phèn chua,(Không có),Alumen,(Khoáng vật),"Sát trùng, chữa ghẻ, hắc lào, đau mắt.",1-4g/ngày .,"Vị chua, tính hàn.","Tỳ, Phế."
723,Phục long can,(Không có),Terra Flava Usta,(Đất),"Cầm máu, chữa nôn mửa, đau bụng.",12-20g/ngày .,"Vị cay, tính ôn.","Tỳ, Vị."
724,Thạch cao,(Không có),Gypsum fibrosum,(Khoáng vật),"Chữa sốt cao, mê sảng, đau đầu.",12-40g/ngày .,"Vị ngọt, cay, tính đại hàn.","Phế, Vị, Tam tiêu."
725,Thạch tín,(Không có),Arsenicum,(Khoáng vật),(Không dùng).,(Rất độc) .,"Vị cay, tính đại nhiệt, rất độc.",(Không ghi rõ)
726,Thăng dược,(Không có),Hydrargyrum oxydatum rubrum,(Hóa chất),Chữa lở loét.,"Dùng ngoài, rất độc .","Vị cay, tính nóng, rất độc.",(Không ghi rõ)
727,Thủy ngân,(Không có),Hydrargyrum,(Kim loại),Chữa ghẻ lở.,"Dùng ngoài, rất độc .","Vị cay, tính hàn, có độc.",(Không ghi rõ)
